Duration (in seconds),What is your age (# years)?,What is your gender? - Selected Choice,In which country do you currently reside?,"Are you currently a student? (high school, university, or graduate)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Online courses (Coursera, EdX, etc)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Video platforms (YouTube, Twitch, etc)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Kaggle (notebooks, competitions, etc)",What is the highest level of formal education that you have attained or plan to attain within the next 2 years?,"Have you ever published any academic research (papers, preprints, conference proceedings, etc)?",For how many years have you been writing code and/or programming?,What programming languages do you use on a regular basis? (Select all that apply) - Selected Choice - Python,Which of the following integrated development environments (IDE's) do you use on a regular basis?  (Select all that apply) - Selected Choice -  Jupyter Notebook,Do you use any of the following data visualization libraries on a regular basis?  (Select all that apply) - Selected Choice -  Matplotlib ,For how many years have you used machine learning methods?
1350,2,0,20,0,1,1,0,3,0,0,0,0,0,8
231,9,0,26,0,1,0,0,7,1,7,1,1,1,9
357,0,0,6,1,0,0,1,0,1,0,0,0,0,0
258,4,0,37,0,0,0,0,0,1,3,0,0,0,7
312,1,0,20,1,1,1,1,3,0,0,1,1,0,0
203,0,4,20,1,0,0,0,3,0,6,1,1,1,9
298,2,4,20,1,1,1,1,5,0,4,1,1,1,8
195,1,4,20,1,1,0,1,2,1,6,1,1,1,9
165,0,0,20,1,0,0,1,0,1,5,0,1,1,7
387,1,0,20,0,0,1,0,0,1,4,0,0,0,2
340,3,4,20,1,1,0,1,1,2,3,0,1,1,7
417,2,1,55,0,1,0,1,6,1,1,1,1,1,7
516,5,0,11,0,1,0,0,3,0,2,0,0,0,8
1782,3,4,9,0,0,0,1,0,1,4,1,1,1,2
230,4,4,55,0,0,1,0,0,1,5,1,1,1,7
402,1,0,20,1,1,1,0,3,0,3,0,0,0,8
579,1,0,20,0,1,0,1,7,1,7,1,1,1,9
392,2,0,33,1,1,0,1,0,1,5,0,0,0,8
338,0,0,9,1,1,0,0,0,1,3,0,0,0,8
1726,0,0,20,1,1,0,1,0,1,6,1,1,1,9
338,7,0,55,1,0,0,1,1,2,1,0,1,1,6
734,5,0,34,0,0,0,0,0,1,0,0,0,0,0
272,1,0,55,1,0,1,1,3,2,3,0,0,0,0
568,7,0,46,0,0,1,1,3,0,1,0,1,1,2
319,4,4,55,0,0,1,1,2,1,7,1,1,1,9
291,4,4,55,0,0,0,0,0,1,5,0,0,0,8
404,1,0,17,1,1,0,0,0,1,0,1,0,0,8
1142,5,0,10,0,0,1,0,1,2,1,0,1,0,6
1959,6,0,24,0,0,1,0,0,1,2,0,0,0,5
1101,4,0,26,0,0,0,1,3,0,0,0,0,0,8
1150,0,4,20,1,1,0,0,3,2,5,0,1,1,9
192,1,4,20,1,0,1,0,3,0,3,1,1,1,7
232,2,0,34,0,1,1,1,3,2,4,0,0,1,0
264,0,0,20,1,1,1,1,3,0,0,0,0,0,8
132,1,4,20,1,1,0,1,3,0,6,1,1,1,9
965,10,0,15,1,0,0,1,3,0,2,0,1,1,5
571,2,4,5,0,0,0,1,3,0,3,0,0,0,0
676,6,0,32,0,0,1,1,0,1,4,0,0,0,4
295,6,4,55,1,0,0,1,3,0,5,1,1,1,8
2973,5,0,20,0,0,1,0,1,0,3,0,0,0,4
322,0,0,21,1,1,1,0,4,1,0,0,0,0,8
158,4,4,34,0,0,0,1,3,0,6,1,1,1,9
365,2,4,20,1,0,1,0,0,1,5,0,0,0,8
417,1,0,3,1,1,0,0,3,0,3,1,0,0,8
4255,0,4,25,1,0,1,1,6,1,5,0,0,1,9
669,6,0,15,0,0,1,0,1,2,1,0,0,0,6
384,0,0,20,1,1,0,0,0,1,0,0,0,0,0
1007,0,0,20,1,0,1,1,4,1,0,0,1,0,7
445,3,0,20,0,0,1,1,2,1,3,0,0,0,6
1284,2,4,33,0,0,1,0,3,0,0,0,0,0,0
782,6,0,46,0,0,0,0,6,1,1,1,1,1,6
678,2,4,20,0,1,0,1,3,0,5,0,0,0,8
2445,0,0,33,1,0,0,1,0,1,0,0,0,0,8
264,1,4,35,0,0,1,0,3,0,0,0,0,0,0
848,3,4,55,0,0,0,1,1,2,3,0,0,0,0
753,7,0,54,0,0,0,1,3,0,2,0,1,0,4
186,1,0,20,0,0,1,0,2,1,6,1,1,1,9
2877,1,0,34,1,0,1,0,3,0,4,1,1,1,0
326,3,4,20,1,0,0,0,3,2,4,0,0,0,8
163,6,4,20,0,0,0,1,1,2,1,1,1,1,9
2521,4,0,55,0,1,1,1,3,2,0,0,0,0,2
823,9,0,15,0,1,0,1,3,2,2,0,0,1,1
168,0,0,20,1,1,0,1,3,2,5,0,1,1,9
312,0,0,21,1,0,0,1,0,1,3,0,1,1,7
81057,0,0,20,1,1,0,1,7,1,7,1,1,1,9
386,0,0,55,1,0,0,1,3,2,5,0,1,1,8
262,4,0,7,0,0,0,1,1,2,2,0,1,0,1
256,3,4,20,0,0,1,0,0,1,4,0,0,0,8
255,1,0,20,0,1,1,0,0,1,5,0,0,0,8
995,7,0,55,0,1,0,1,3,0,2,0,0,1,0
364,0,0,20,1,1,0,1,0,1,5,0,1,1,8
491,4,0,35,1,1,1,0,1,2,4,0,0,0,8
207,1,0,20,1,0,1,0,0,1,5,0,1,0,8
463,2,0,34,1,0,1,0,3,2,4,0,0,0,2
401,1,0,13,0,1,1,0,0,1,3,0,0,0,0
126,1,0,20,1,1,0,1,7,1,7,1,1,1,9
194,4,4,20,1,0,0,1,3,0,1,0,0,1,9
610,2,0,20,0,1,1,1,0,1,5,1,1,1,7
558,3,0,20,0,0,1,0,0,1,5,0,0,0,8
609,0,0,20,1,0,1,0,0,1,5,0,0,0,8
1805,0,0,20,1,1,1,1,0,1,5,0,0,1,7
143,3,0,29,1,1,0,1,3,2,3,0,1,1,4
408,2,0,20,0,0,0,0,0,1,0,0,0,0,8
285,2,4,24,1,1,1,0,0,1,0,0,0,0,8
359,0,0,20,1,0,1,0,0,1,0,0,0,0,8
470,3,0,20,0,0,1,0,0,1,0,1,0,1,7
234,2,4,20,1,1,0,0,3,2,5,0,0,0,8
448,4,0,5,1,1,1,1,3,0,0,0,0,1,7
1045,6,0,1,1,1,1,1,0,1,5,0,0,1,7
1390,6,0,55,0,0,1,0,0,1,2,0,0,0,5
2146,4,0,20,0,0,1,0,5,2,4,0,0,0,6
429,5,0,20,0,0,1,1,0,1,6,1,1,1,9
1174,6,0,11,0,0,1,1,3,2,2,0,0,0,5
133,3,4,55,1,0,1,1,3,0,6,1,1,1,9
619,3,0,7,0,1,1,0,6,1,5,0,0,1,8
474,3,0,20,0,0,0,1,0,1,6,1,1,1,9
714,6,0,20,0,1,1,0,2,1,1,1,0,1,0
1440,4,0,34,0,0,1,1,2,1,1,0,0,0,5
441,4,0,20,0,0,0,0,3,2,1,0,0,0,6
424,3,0,55,1,1,0,0,1,2,3,0,0,0,5
255,1,0,20,1,0,1,0,0,1,0,0,1,0,0
306,0,4,20,1,1,0,1,3,0,5,0,1,1,8
874,1,0,35,0,0,0,1,6,1,6,1,1,1,9
600,1,0,20,0,0,1,0,0,1,0,0,1,0,0
313,0,0,20,1,0,1,1,0,1,0,0,0,0,8
536,2,0,48,1,1,1,0,3,2,4,0,0,1,4
399,6,4,55,0,0,1,1,3,0,1,0,0,1,2
155,0,0,20,1,0,0,1,6,1,5,0,1,1,7
2284,4,0,20,0,1,1,1,0,1,4,0,1,1,7
190,1,0,20,1,1,1,0,0,1,3,0,0,0,8
419,6,0,41,0,0,1,0,0,1,2,0,0,0,0
423,7,0,34,0,1,0,0,3,2,1,0,0,0,5
272,0,0,20,1,0,0,0,2,1,0,0,1,0,8
810,5,0,46,0,0,1,0,3,2,2,0,1,1,6
259340,6,0,55,0,0,1,1,3,0,2,0,1,1,9
122,6,0,42,1,1,0,1,7,1,7,1,1,1,9
707,4,0,24,0,0,1,1,3,0,1,0,0,0,6
150,0,0,15,0,1,0,1,4,1,4,1,1,1,7
1121,6,0,26,0,1,0,1,3,0,4,1,0,0,8
297,1,0,21,1,1,1,1,0,1,3,1,1,0,8
196,3,0,13,1,0,1,1,0,1,5,1,1,1,7
1197,1,0,48,1,0,1,0,2,1,0,0,1,1,8
692,5,0,34,0,0,1,0,3,2,4,0,1,0,6
742,3,0,41,0,0,1,0,2,1,0,0,0,0,8
484,5,0,20,1,0,1,0,1,2,5,0,0,0,8
2132,2,0,55,1,0,1,1,3,0,0,1,1,1,8
860,1,4,11,0,0,1,1,3,0,3,0,0,0,0
911,9,0,26,0,0,0,1,0,1,0,0,0,0,2
1047577,4,0,51,0,1,0,1,2,1,0,0,1,1,9
909,3,0,20,0,1,0,1,3,0,1,0,0,0,2
17070,6,4,51,0,1,0,0,3,2,2,0,0,0,4
548,1,0,26,0,0,0,0,6,1,3,0,0,0,4
4403,1,0,20,0,0,1,0,3,0,3,0,0,0,0
254,3,0,8,0,0,1,1,6,1,0,0,1,0,0
593,0,0,20,1,0,0,1,0,1,5,0,0,0,8
167,0,4,20,1,1,0,1,2,1,6,1,1,1,9
173,1,0,37,1,0,1,0,0,1,0,0,0,0,8
155,0,0,49,1,0,0,1,6,1,5,1,1,1,7
183,4,0,5,1,0,0,0,0,1,0,0,1,0,0
524,5,0,10,0,0,0,1,3,0,5,0,1,0,7
232,0,0,13,1,0,1,0,0,1,0,0,1,0,8
177,0,4,44,1,0,0,1,5,1,7,1,1,1,9
2871,1,0,20,0,1,0,1,3,0,6,1,1,1,9
198,1,0,20,1,0,1,0,6,1,3,0,0,1,9
834,2,0,34,0,0,0,0,0,1,4,0,0,0,2
171,4,0,55,0,0,1,0,0,1,0,0,0,1,9
879,1,0,34,0,1,1,1,3,2,0,0,1,1,0
339,3,4,20,1,1,1,0,3,0,1,0,1,0,8
246,0,0,20,1,0,0,1,6,1,5,0,0,0,8
1065,2,0,20,0,0,0,0,3,0,0,0,0,0,2
1078,0,0,30,1,1,1,0,0,1,5,0,0,0,8
505,1,4,41,1,0,0,1,3,2,4,0,0,0,8
245,2,0,20,1,1,0,0,0,1,5,0,1,1,7
316,7,0,47,0,0,0,1,0,1,2,1,1,1,8
283,3,4,55,1,0,1,0,3,0,0,0,0,0,0
177,1,0,54,1,1,1,1,0,1,5,0,0,1,8
393,1,0,20,1,1,0,0,3,2,5,0,1,1,7
171,0,0,26,1,1,0,1,4,1,5,0,1,1,8
436,7,0,46,0,0,0,0,3,0,2,0,0,0,5
580,4,0,20,0,1,0,1,5,0,5,0,1,1,8
404,3,4,34,0,1,0,0,0,1,4,0,0,0,0
530,1,0,20,0,0,1,0,0,1,0,0,0,0,8
402,2,4,19,1,0,0,1,3,0,0,0,0,0,2
498,0,0,20,1,1,1,1,6,1,5,0,0,0,7
578,8,0,5,0,0,0,1,3,0,5,0,0,0,8
482,2,0,20,0,0,1,0,3,0,0,0,1,0,8
446,10,3,5,1,0,0,1,5,2,0,0,1,1,0
369,5,0,13,0,1,1,0,3,0,6,1,1,1,9
434,5,0,34,1,0,1,0,1,2,0,0,0,0,2
7067,7,4,54,0,1,1,0,3,2,2,0,0,0,4
298,0,0,20,1,0,1,0,0,1,0,0,0,0,0
294,1,0,29,0,0,1,0,6,1,5,0,1,1,7
645,5,0,21,1,0,0,0,3,2,0,0,0,0,0
455,9,0,30,0,0,0,1,1,2,2,0,1,1,1
679,3,0,20,0,0,1,1,3,0,0,0,0,0,0
678,3,0,38,0,0,0,0,1,2,4,0,1,1,6
267,1,0,35,1,0,0,1,0,1,5,1,1,1,9
342,0,0,20,1,0,0,0,0,1,0,0,0,0,0
1413,5,0,55,0,1,0,0,5,0,1,0,0,0,1
1377,4,0,20,0,0,1,0,0,1,3,0,0,0,4
94039,3,4,33,0,0,1,1,1,0,5,0,0,0,8
715,2,0,45,0,0,0,0,3,0,3,0,0,0,4
144,2,0,9,0,1,1,0,7,1,7,1,1,1,9
697,1,0,26,0,0,0,1,6,1,0,0,0,1,0
295,2,4,20,0,0,1,0,3,2,3,0,0,0,2
115741,4,0,5,1,1,1,1,3,2,1,0,1,0,7
171,1,0,20,1,0,1,0,3,0,3,0,1,1,7
426,2,0,20,0,0,1,0,3,0,0,0,0,0,8
613,3,0,34,0,0,0,1,3,0,4,0,0,0,4
269,1,4,20,1,1,0,0,0,1,5,1,1,1,9
441,0,0,20,1,0,1,1,1,0,3,0,0,0,7
348,9,0,43,0,0,1,0,0,1,6,1,1,1,9
554,3,0,20,0,0,1,0,2,1,0,0,0,0,8
370,0,0,20,1,1,0,1,3,0,5,0,0,0,7
311,1,0,41,1,0,0,0,3,2,3,0,0,0,2
184,4,0,7,1,0,1,0,3,0,5,0,1,0,7
733,4,0,20,0,0,0,1,3,0,3,0,0,0,2
365,7,0,20,0,1,1,1,3,2,6,1,1,1,9
137,1,0,20,0,1,1,1,0,1,0,1,1,1,9
4192,2,0,15,0,0,0,0,3,2,0,0,0,0,2
194,2,0,29,0,0,0,0,2,1,5,0,1,0,7
1472,9,0,20,0,1,1,0,3,0,2,0,1,0,8
179,0,4,33,1,0,1,1,0,1,5,1,1,1,7
1001,2,0,20,0,0,1,0,3,2,3,0,1,0,2
361,2,0,20,0,0,1,1,0,1,6,1,1,1,9
162,1,0,55,1,1,1,1,0,1,4,0,0,0,0
319,1,0,5,1,0,1,0,0,1,5,0,1,0,8
248,0,0,20,1,1,0,0,3,0,0,0,0,1,7
485,0,0,20,1,0,0,0,3,0,0,0,1,1,7
415,1,0,3,1,0,1,0,0,1,0,0,0,0,0
976,6,0,34,0,1,1,1,1,2,2,0,1,0,6
5179,4,0,34,0,1,1,0,0,1,2,0,1,1,9
898,3,0,20,0,0,0,1,3,2,4,0,0,0,6
743,5,0,20,0,1,1,0,3,0,1,0,0,0,4
3091,6,0,20,1,0,0,0,3,2,0,0,1,0,0
237,7,0,36,1,0,0,1,3,2,5,0,0,0,8
442,2,0,20,0,1,1,0,0,1,5,0,0,0,7
202,3,0,20,0,1,0,1,3,0,6,1,1,1,9
484,3,0,20,0,0,0,0,0,1,4,0,0,0,8
562,4,0,14,0,0,0,1,3,2,3,0,0,0,0
214,2,0,51,1,0,1,0,3,2,4,0,0,0,4
330,0,4,35,1,1,0,1,0,1,0,0,1,1,7
331,3,0,43,0,0,1,0,3,2,4,0,0,0,7
333,2,0,20,0,1,1,1,6,1,6,1,1,1,9
194,5,0,1,1,1,1,1,0,1,3,0,0,0,7
551,2,0,15,1,1,1,0,3,0,0,0,0,0,8
4097,5,0,45,0,0,1,0,0,1,1,0,1,1,7
508,2,0,20,0,1,0,1,0,1,3,0,0,0,2
1201,2,0,33,0,0,1,0,6,1,3,0,0,0,2
729,0,0,20,1,0,1,0,0,1,5,0,0,0,8
1130,4,0,54,1,0,1,0,1,2,0,0,0,0,0
372,1,0,33,1,0,1,1,0,1,0,0,1,0,8
378,8,0,5,0,1,0,1,0,1,2,1,1,1,8
265,1,4,20,0,1,1,1,3,0,5,0,0,0,7
287,3,0,33,1,0,1,1,3,0,5,0,0,0,7
1195,0,0,20,1,1,0,1,3,0,5,0,1,1,7
575,2,4,21,0,0,1,0,3,0,0,0,1,1,8
264,0,0,34,1,1,0,1,4,1,5,0,0,0,8
500,7,0,15,0,1,0,0,3,0,2,0,0,1,5
260,8,0,49,1,0,0,1,1,2,0,0,1,1,0
323,1,4,34,0,1,0,0,3,0,0,1,1,1,7
276,1,0,41,0,0,1,0,3,2,0,0,0,0,8
280,4,4,53,0,0,1,1,0,1,4,0,1,1,7
313,1,0,20,1,0,0,0,0,1,0,0,1,0,8
419,7,0,55,0,1,1,1,0,1,0,0,0,1,7
373,2,0,22,0,0,0,0,3,0,5,0,0,0,8
905,4,0,55,0,1,1,1,3,0,0,0,1,0,2
200,2,4,20,0,1,1,0,0,1,5,0,0,1,7
253,0,0,20,1,0,0,0,6,1,5,1,0,1,8
1182,2,0,45,1,1,1,1,0,1,0,0,0,0,2
3519,1,0,55,1,0,1,0,3,0,1,0,0,1,9
231,4,0,35,0,0,1,0,0,1,7,1,1,1,9
413,7,0,25,0,0,0,0,2,1,2,0,0,0,8
402,3,0,20,0,1,0,1,0,1,5,1,1,1,7
370,0,0,20,1,1,1,0,3,0,0,0,0,0,0
254,5,0,5,1,0,1,0,3,2,1,0,0,1,2
225,0,0,20,1,0,0,1,0,1,0,0,1,0,7
2349,0,0,21,1,1,1,1,7,1,7,1,1,1,9
254,0,0,20,1,0,1,0,0,1,0,0,0,0,8
253,0,0,31,1,1,1,1,0,1,3,0,0,0,0
30735,2,0,55,1,0,1,0,0,1,5,0,0,1,9
84823,1,4,27,0,1,0,0,0,1,0,0,0,0,0
261,0,0,20,1,1,1,0,3,0,5,0,0,1,8
10282,2,0,15,0,1,0,1,3,0,4,0,1,0,4
129,0,0,20,1,1,0,1,0,1,0,1,1,1,7
301,1,0,54,1,0,0,0,1,2,3,0,0,0,4
169,0,4,55,1,1,1,1,3,0,0,0,0,0,7
345,7,0,46,0,0,1,0,0,1,1,0,0,0,0
896,6,0,55,0,0,1,0,3,2,0,1,1,1,7
1298,7,0,48,0,0,0,0,1,2,1,0,0,0,6
359,0,0,20,1,1,1,1,2,1,0,0,0,0,7
180,0,0,29,1,1,0,0,6,1,0,0,1,0,8
195,1,0,34,1,1,0,1,3,0,5,1,1,1,7
580,2,0,16,0,1,0,1,1,2,3,0,1,0,2
320,2,4,10,0,1,0,1,4,1,6,1,1,1,9
209,5,4,20,1,0,1,0,3,2,3,0,0,0,2
249,3,0,47,0,0,1,0,4,1,5,0,0,0,8
233,2,4,20,1,0,1,0,3,0,5,0,0,0,8
443,1,0,52,1,0,1,0,3,0,3,0,0,0,8
196,0,4,13,1,0,1,1,0,1,0,1,1,1,7
239,1,0,20,1,1,1,1,3,0,0,0,0,0,8
713,2,0,33,1,1,0,1,0,1,5,1,1,1,8
538,1,4,21,1,0,0,0,3,0,3,0,0,0,5
227,2,4,20,0,0,1,1,7,1,7,1,1,1,9
515,2,0,26,0,1,0,1,0,1,4,0,1,0,2
318,1,4,20,1,1,0,1,4,1,5,0,1,1,9
277,1,0,3,1,1,1,0,3,0,4,0,1,0,8
596,3,0,34,1,0,1,1,0,1,5,0,0,0,0
2307,10,0,55,0,1,1,0,1,2,3,0,0,1,4
2216,1,4,20,0,0,0,1,3,0,3,0,0,0,8
722,2,0,20,0,0,0,0,0,1,0,0,0,0,0
36397,5,4,1,0,1,0,0,3,0,1,0,0,1,4
662,1,0,20,1,1,1,0,3,0,5,0,0,0,8
402,5,0,34,0,0,1,0,3,2,3,0,0,1,4
133,1,0,20,0,1,0,0,2,1,7,1,1,1,9
647,5,0,33,0,0,1,0,3,0,3,0,0,0,2
486,8,2,55,0,0,0,1,1,2,2,0,0,1,1
205,1,0,20,0,0,1,1,0,1,0,0,0,0,0
407,0,4,20,1,0,1,1,3,0,5,0,0,0,8
252,1,4,9,1,0,0,0,3,2,3,0,0,0,0
137,0,4,27,1,1,0,1,3,0,7,1,1,1,9
6877,2,4,51,1,1,1,0,1,2,0,0,0,0,0
526,4,0,5,1,1,0,1,7,1,7,1,1,1,9
948,4,0,34,0,1,1,1,3,0,4,0,0,0,2
162,0,0,20,1,0,0,0,7,1,7,1,1,1,9
358,0,0,20,1,0,1,0,6,1,0,0,0,0,8
187,4,4,55,0,0,0,1,1,2,5,1,1,1,7
264,2,4,20,1,1,1,1,1,2,4,1,1,0,7
821,2,0,56,0,1,0,1,3,2,4,0,0,0,5
416,0,0,33,1,0,1,0,0,1,0,0,1,0,0
299,2,0,20,0,1,1,1,0,1,4,1,0,1,7
277,1,0,1,1,0,0,1,6,1,5,0,1,1,7
368,2,0,5,1,0,1,0,3,2,5,0,0,0,8
123,0,4,55,1,0,0,1,3,0,6,1,1,1,9
264,2,0,20,0,1,1,0,3,0,0,0,0,1,9
586,3,0,34,0,0,0,0,1,2,1,0,0,0,4
286,0,0,20,1,0,1,0,0,1,0,0,0,0,8
580,3,4,55,0,1,1,1,3,2,3,0,0,0,5
215,1,4,20,0,0,1,0,0,1,0,0,0,0,2
216,3,4,2,1,0,0,0,0,1,5,0,0,0,7
760,4,4,55,0,0,0,0,1,2,3,0,0,0,4
461,5,0,55,0,0,1,0,4,1,5,0,0,0,8
347,6,0,29,1,0,1,0,3,0,1,0,0,1,0
1024,3,0,44,0,0,1,0,3,2,1,0,0,1,5
7639,2,4,2,0,0,1,0,3,0,3,0,0,0,5
506,2,0,8,0,0,1,1,0,1,0,0,1,1,8
456,4,0,55,0,0,1,0,3,0,1,0,0,1,5
370,9,0,39,1,0,0,0,3,0,5,0,0,0,0
289,1,0,20,0,1,1,0,2,1,5,0,0,0,8
602,3,0,55,0,0,1,0,0,1,0,0,0,0,7
151,3,4,55,0,0,1,0,0,1,5,1,1,1,7
348,0,0,20,1,0,1,0,3,0,0,0,0,0,8
937,2,4,55,1,1,0,0,3,0,5,0,0,0,8
3566,2,4,2,1,1,0,0,3,0,5,0,1,0,8
1247,5,0,20,0,0,0,0,0,1,1,0,0,0,0
302,2,0,20,0,1,0,1,3,0,5,0,1,1,8
2259,9,0,26,0,1,0,0,3,2,2,0,0,0,2
453,2,0,35,1,0,1,1,3,2,5,0,1,1,7
563,2,0,55,1,0,1,0,3,0,3,0,0,0,8
257,5,0,39,1,0,1,0,3,0,2,0,0,0,6
124,1,4,33,0,1,0,1,0,1,6,1,1,1,9
2255,4,0,55,0,0,1,0,7,1,7,1,1,1,9
133,2,0,20,0,0,1,1,3,0,3,0,0,1,9
208,3,0,26,0,1,0,1,3,0,4,0,1,1,7
755,8,0,8,0,1,0,0,6,1,2,0,1,0,6
176,0,0,20,1,0,1,0,3,0,3,0,1,0,0
619,4,0,26,0,0,1,0,2,1,3,0,0,0,0
128,5,4,55,0,1,0,1,7,1,7,1,1,1,9
1603,6,0,55,0,1,1,1,3,0,0,0,1,1,8
541,5,0,5,0,0,1,0,6,1,5,0,0,0,8
1174,1,0,35,0,1,0,0,4,1,6,1,1,1,9
727,5,4,55,0,0,0,1,0,1,2,0,1,0,4
190,8,0,43,0,1,0,0,0,1,0,1,1,0,7
882,5,0,20,0,0,0,1,1,2,1,1,0,0,1
420,3,0,33,1,1,1,1,0,1,0,0,0,0,0
555,4,4,20,1,1,1,1,1,2,3,0,0,1,8
222,3,0,20,0,0,0,0,3,0,0,0,0,0,2
269,0,4,20,1,1,0,1,3,0,5,0,1,1,7
337,3,0,20,0,0,0,1,4,1,6,1,1,1,9
351,5,0,49,0,0,1,0,2,1,0,0,1,0,0
398,2,0,13,1,1,0,0,0,1,5,0,0,0,8
239,1,0,40,1,1,1,0,3,2,4,0,1,0,7
178,2,0,55,1,1,1,0,3,0,5,0,0,0,8
325,3,0,20,1,0,1,1,0,1,5,0,1,1,8
438,0,0,20,1,0,1,0,0,1,0,0,0,0,0
686,3,4,20,0,1,1,1,5,0,3,0,0,0,8
666,5,4,8,0,0,0,1,3,0,0,0,0,0,2
615,3,0,22,0,1,0,1,3,2,4,0,1,1,8
394,1,0,11,1,1,0,1,1,2,4,0,1,0,4
462,1,0,20,0,0,0,0,3,0,5,0,1,0,8
146,1,4,27,0,0,1,0,0,1,0,0,0,1,9
233,1,0,28,0,1,1,1,0,1,5,1,1,1,7
759,5,0,48,0,0,0,0,3,2,1,0,0,0,2
620,2,0,20,0,0,1,0,3,0,4,0,0,0,2
157,2,4,29,1,0,0,0,3,2,7,1,1,1,9
625,0,0,20,1,0,1,0,0,1,5,1,0,0,8
275,0,0,20,0,1,1,0,0,1,3,0,1,1,0
976,0,0,35,1,1,1,1,0,1,0,0,1,0,8
149,2,0,20,0,1,1,1,3,0,6,1,1,1,9
203,4,0,20,0,1,0,1,3,2,5,1,1,1,7
2028,4,0,55,0,0,1,0,6,1,0,0,0,0,4
2615,5,0,28,0,0,0,1,2,1,1,1,1,0,8
343,8,0,7,0,0,0,1,0,1,0,0,0,0,0
5837,1,0,20,1,0,1,0,3,0,3,0,0,0,2
20479,0,0,20,1,1,1,0,3,0,5,0,0,1,9
440,5,0,4,0,0,0,0,4,1,5,0,0,0,8
380,1,4,20,1,1,1,1,3,0,5,0,0,0,8
321,8,4,20,0,1,0,1,1,0,1,0,0,0,6
141,0,0,20,1,1,0,1,0,1,5,0,1,1,9
629,1,0,35,0,0,1,0,3,0,5,0,0,0,8
524,3,2,55,0,0,0,1,3,0,4,0,0,0,5
137,0,0,20,1,1,0,1,7,1,7,1,1,1,9
174,10,3,19,1,0,1,0,2,1,6,1,1,1,9
7424,0,0,28,1,0,1,0,6,1,0,0,1,1,8
185,0,0,20,1,1,1,0,0,1,6,1,1,1,9
296,1,0,3,1,0,1,1,0,1,0,0,0,1,7
29383,7,0,10,0,0,1,1,1,2,2,0,0,0,6
380,4,0,42,1,0,0,0,3,0,3,0,0,0,8
198,1,0,24,1,1,0,1,3,0,0,0,0,0,2
634,7,0,37,0,0,1,1,1,2,4,1,1,1,2
238,2,4,56,1,1,0,0,3,2,5,0,0,0,7
666,5,2,26,0,1,1,1,2,1,0,0,0,0,7
253,0,0,20,1,1,1,1,0,1,5,0,0,1,7
252,0,4,46,1,1,0,1,0,1,0,0,0,1,7
1127,8,0,34,0,0,1,1,3,2,2,0,0,0,6
1102,5,0,20,0,0,1,0,0,1,1,0,0,0,8
212,1,0,35,0,1,1,1,0,1,0,0,0,0,8
567,1,0,20,0,0,1,0,0,1,5,0,0,0,8
208,10,0,20,1,0,1,0,5,2,6,1,1,1,9
448,0,0,20,1,1,1,1,0,1,0,1,1,1,9
285,6,0,55,0,0,0,0,2,1,2,0,0,0,5
225,0,0,20,1,0,1,0,0,1,5,0,1,1,8
869,3,0,9,0,1,0,0,7,1,7,1,1,1,9
29962,4,0,38,0,1,1,0,1,2,1,0,0,0,6
182,0,0,20,1,1,1,1,0,1,0,0,1,1,9
5579,1,4,35,1,1,1,0,3,0,0,0,0,0,8
482,2,0,48,0,1,0,0,0,1,4,1,1,1,8
153,0,0,20,1,0,0,1,3,0,0,1,1,1,7
901,10,4,52,1,1,0,1,7,1,7,1,1,1,9
195,1,4,20,0,0,0,1,0,1,0,0,1,0,7
807,5,4,20,0,1,0,0,5,2,5,0,0,0,4
846,9,3,55,0,1,0,1,3,2,2,0,1,0,6
1011,3,0,29,0,0,1,0,0,1,4,0,0,0,2
250,0,4,20,1,0,1,1,3,0,5,0,0,0,7
416,4,0,20,0,1,0,1,0,1,5,0,0,1,8
775,4,0,20,0,1,0,1,1,2,1,0,1,1,9
944,9,0,5,0,0,1,0,0,1,5,0,0,0,8
265,3,0,55,0,0,0,1,1,2,1,0,0,0,2
307,1,0,20,1,1,0,0,1,2,0,0,0,1,0
495,0,0,17,1,0,1,1,0,1,0,0,1,1,7
347,2,0,6,1,0,0,1,1,2,0,0,0,0,7
590,3,0,34,1,1,1,1,1,2,5,0,0,0,0
481,2,0,55,0,1,0,1,7,1,7,1,1,1,9
1132,7,0,48,0,1,0,1,5,2,1,0,0,1,8
3578,4,4,2,1,1,1,0,3,0,0,0,0,0,8
435,8,0,34,0,1,1,1,3,2,2,0,0,0,4
889,7,0,20,0,0,1,1,3,0,2,1,1,1,6
276,0,0,34,1,0,0,0,0,1,0,0,0,0,0
304,0,4,20,1,0,1,0,0,1,0,0,0,0,8
1847,2,4,20,1,1,0,1,7,1,7,1,1,1,9
325,9,0,55,0,0,1,1,1,2,2,0,0,0,6
625,5,0,20,0,0,1,0,0,1,1,0,0,0,8
248,5,0,26,0,1,0,0,3,0,0,0,1,0,2
821,6,0,20,0,0,0,0,3,0,2,0,0,0,2
319,2,0,34,1,1,0,0,3,0,0,1,1,1,8
218,0,0,20,1,0,1,0,0,1,0,0,0,0,7
525,3,0,20,0,0,1,1,0,1,4,1,0,0,0
7233,2,0,9,1,1,0,0,3,2,3,0,1,0,2
